acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,chill,upbeat,feels,acoustic
0.558,0.334,0.397,0.0781,0.126,-7.993,0.0283,0.0351,92.291,0,0,0,1
0.84,0.505,0.227,0,0.39,-12.232,0.163,0.572,86.947,0,0,0,1
0.687,0.602,0.506,0.0263,0.177,-9.046,0.0273,0.312,126.962,0,0,0,1
0.91,0.475,0.31,0.195,0.111,-13.505,0.0296,0.435,142.664,0,0,0,1
0.642,0.641,0.582,0.0393,0.0876,-9.085,0.0335,0.384,96.415,0,0,0,1
0.872,0.502,0.413,0,0.213,-7.373,0.039,0.474,175.507,0,0,0,1
0.951,0.415,0.11,0.00234,0.0962,-14.901,0.0388,0.234,81.876,0,0,0,1
0.824,0.629,0.208,3.7e-06,0.107,-16.225,0.0324,0.685,96.609,0,0,0,1
0.976,0.599,0.195,5.41e-06,0.0947,-11.527,0.0355,0.308,124.858,0,0,0,1
0.759,0.39,0.207,0,0.095,-12.147,0.0371,0.391,91.025,0,0,0,1
0.854,0.65,0.23,0.000233,0.3,-12.163,0.0306,0.154,90.19,0,0,0,1
0.939,0.629,0.23,0.00123,0.123,-12.604,0.0364,0.62,117.177,0,0,0,1
0.905,0.576,0.302,2.42e-05,0.113,-12.437,0.0424,0.224,76.033,0,0,0,1
0.768,0.639,0.381,2.25e-06,0.214,-9.428,0.0321,0.489,89.897,0,0,0,1
0.746,0.313,0.321,0,0.0948,-8.713,0.0352,0.244,53.845,0,0,0,1
0.864,0.623,0.236,0,0.148,-12.303,0.0368,0.349,109.708,0,0,0,1
0.71,0.45,0.324,0.000679,0.176,-11.234,0.037,0.354,179.133,0,0,0,1
0.969,0.546,0.28,0.00136,0.115,-10.542,0.0294,0.413,145.739,0,0,0,1
0.807,0.65,0.377,0.0487,0.11,-12.626,0.0275,0.288,129.028,0,0,0,1
0.766,0.624,0.255,0.212,0.117,-13.415,0.0296,0.251,112.128,0,0,0,1
0.837,0.684,0.341,2.69e-05,0.0883,-9.497,0.0272,0.557,75.948,0,0,0,1
0.695,0.45,0.206,0,0.119,-13.414,0.0298,0.248,75.932,0,0,0,1
0.908,0.569,0.184,0,0.114,-12.842,0.0584,0.309,110.916,0,0,0,1
0.664,0.715,0.536,1.76e-06,0.277,-10.498,0.0285,0.684,118.091,0,0,0,1
0.626,0.466,0.496,6.22e-06,0.117,-6.606,0.0302,0.352,74.747,0,0,0,1
0.462,0.555,0.43,0.000191,0.0869,-9.105,0.0295,0.274,147.613,0,0,0,1
0.851,0.498,0.12,0,0.171,-17.721,0.0487,0.338,121.187,0,0,0,1
0.82,0.372,0.444,7.28e-05,0.141,-9.036,0.0295,0.357,162.3,0,0,0,1
0.839,0.562,0.146,0.000108,0.107,-13.416,0.0306,0.206,114.461,0,0,0,1
0.887,0.567,0.224,0,0.109,-10.024,0.0299,0.2,124.44,0,0,0,1
0.693,0.274,0.41,0,0.109,-4.52,0.0358,0.337,55.605,0,0,0,1
0.881,0.357,0.394,0,0.113,-7.901,0.0402,0.488,205.416,0,0,0,1
0.902,0.471,0.174,0,0.215,-12.706,0.0326,0.347,169.776,0,0,0,1
0.617,0.561,0.652,0.00194,0.183,-11.094,0.0375,0.469,88.431,0,0,0,1
0.947,0.482,0.183,0.0099,0.108,-15.931,0.0364,0.16,139.863,0,0,0,1
0.385,0.711,0.413,0.000587,0.132,-9.332,0.0292,0.479,131.012,0,0,0,1
0.775,0.405,0.318,0,0.0821,-7.373,0.0331,0.576,199.998,0,0,0,1
0.705,0.564,0.356,0.0569,0.135,-14.839,0.0267,0.519,106.06,0,0,0,1
0.866,0.58,0.193,0.00375,0.0788,-12.144,0.0285,0.339,141.938,0,0,0,1
0.78,0.63,0.292,0,0.165,-6.974,0.0305,0.389,122.962,0,0,0,1
0.903,0.515,0.236,0.645,0.707,-17.987,0.0304,0.314,87.539,0,0,0,1
0.831,0.424,0.264,7.08e-05,0.0763,-9.984,0.0298,0.169,139.593,0,0,0,1
0.922,0.596,0.342,0,0.107,-7.917,0.0333,0.229,139.577,0,0,0,1
0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,0.201,107.989,0,0,0,1
0.866,0.463,0.195,1.66e-05,0.112,-12.094,0.0459,0.395,176.102,0,0,0,1
0.825,0.35,0.34,1.01e-05,0.104,-8.841,0.0277,0.293,75.999,0,0,0,1
0.863,0.786,0.123,0,0.103,-12.659,0.0391,0.316,122.936,0,0,0,1
0.855,0.803,0.309,0,0.105,-8.325,0.0401,0.733,132.826,0,0,0,1
0.961,0.398,0.151,0.0425,0.0923,-14.402,0.0341,0.0745,107.072,0,0,0,1
0.962,0.639,0.149,0.000814,0.233,-12.497,0.0471,0.449,79.294,0,0,0,1
0.93,0.57,0.186,0,0.115,-10.603,0.0318,0.319,76.45,0,0,0,1
0.761,0.589,0.467,0,0.0847,-8.179,0.031,0.571,165.908,0,0,0,1
0.876,0.499,0.406,0.00767,0.0994,-13.85,0.0336,0.334,90.91,0,0,0,1
0.92,0.516,0.166,0.0232,0.0995,-17.147,0.042,0.329,140.548,0,0,0,1
0.18,0.558,0.417,4.05e-05,0.138,-8.38,0.0263,0.316,137.845,0,0,0,1
0.598,0.779,0.552,0,0.23,-7.283,0.042,0.78,117.033,0,0,0,1
0.629,0.692,0.333,0,0.176,-7.858,0.029,0.316,110.108,0,0,0,1
0.897,0.604,0.11,0,0.118,-12.46,0.044,0.411,142.812,0,0,0,1
0.728,0.505,0.341,6.96e-05,0.122,-13.863,0.0338,0.0593,95.419,0,0,0,1
0.862,0.611,0.33,0,0.18,-11.475,0.0504,0.418,150.075,0,0,0,1
0.939,0.446,0.118,0,0.105,-15.478,0.045,0.275,82.887,0,0,0,1
0.502,0.735,0.686,0,0.101,-4.476,0.0329,0.961,93.918,0,0,0,1
0.555,0.524,0.696,0.00813,0.129,-9.772,0.0339,0.14,98.796,0,0,0,1
0.856,0.316,0.413,0.00245,0.143,-12.216,0.0334,0.245,155.69,0,0,0,1
0.961,0.458,0.256,0.000309,0.0951,-13.301,0.0308,0.317,140.617,0,0,0,1
0.926,0.354,0.262,0.000415,0.153,-11.502,0.0301,0.569,179.234,0,0,0,1
0.891,0.668,0.367,0.00521,0.103,-11.002,0.0285,0.342,110.21,0,0,0,1
0.891,0.554,0.226,0.0321,0.107,-11.323,0.0281,0.229,104.005,0,0,0,1
0.921,0.54,0.178,0.377,0.106,-14.33,0.0308,0.145,139.941,0,0,0,1
0.95,0.37,0.174,0.0029,0.11,-19.316,0.0377,0.181,92.75,0,0,0,1
0.542,0.639,0.458,0,0.0964,-8.183,0.0519,0.412,83.967,0,0,0,1
0.954,0.353,0.239,3.68e-05,0.131,-11.059,0.0296,0.159,95.136,0,0,0,1
0.201,0.49,0.576,1.44e-06,0.0909,-5.648,0.029,0.449,114.963,0,0,0,1
0.777,0.691,0.234,0,0.12,-6.441,0.0285,0.209,87.103,0,0,0,1
0.901,0.379,0.194,1.19e-05,0.139,-12.644,0.0438,0.436,170.097,0,0,0,1
